Name xlow xhi ylow yhi zlow zhi volume surf._area norm_surf_area Equiv._sph._diam. Itrace Nnn Norm._Gauss_Curvature length(mm) width(mm) thick(mm) L/T W/T
Ottawa-sand-anm-20115.dat	-0.9912	0.7636	-1.2340	0.8435	-1.3020	1.6975	3.6434	14.6349	1.278	1.9091	1.501	26	1.0356	3.3231	1.7653	1.6522	2.011333	1.068474
Ottawa-sand-anm-20116.dat	-1.7963	1.9298	-1.7954	1.7429	-1.5788	1.7685	16.3406	35.7992	1.15	3.1484	1.12	26	1.0471	4.0947	3.2499	2.7792	1.473334	1.169374
Ottawa-sand-anm-20117.dat	-1.4429	1.5625	-1.4430	2.0774	-1.6420	1.6728	13.3327	32.2229	1.185	2.9420	1.157	28	1.0079	4.0000	3.4601	2.9055	1.376699	1.190894
Ottawa-sand-anm-20118.dat	-2.2613	2.6035	-1.4622	1.3842	-2.5246	2.8262	14.6686	39.3881	1.359	3.0371	1.876	28	1.0020	6.7455	3.3989	1.4778	4.564719	2.300053
Ottawa-sand-anm-20119.dat	-1.5663	1.6330	-1.7397	1.6251	-1.6763	2.0194	13.2578	31.7205	1.171	2.9365	1.11	22	1.0355	4.0468	3.3754	2.6071	1.55222	1.294683
Ottawa-sand-anm-20120.dat	-1.7801	2.1491	-2.7840	2.5776	-2.6237	2.6058	34.0397	61.2458	1.206	4.0210	1.374	28	1.0157	6.2557	4.6946	2.5242	2.478268	1.85984
Ottawa-sand-anm-20121.dat	-1.3153	1.1746	-1.0849	1.1304	-0.8847	1.0287	4.8164	15.4596	1.121	2.0953	1.104	28	1.0145	2.7148	2.1435	1.8626	1.457553	1.150836
Ottawa-sand-anm-20122.dat	-1.6827	2.0662	-3.0122	2.9068	-2.1252	2.0397	36.7131	64.7355	1.212	4.1236	1.309	28	1.0049	6.1881	3.9696	3.6060	1.716051	1.100833
Ottawa-sand-anm-20123.dat	-1.0322	1.0406	-1.1680	1.1291	-0.8321	1.0708	2.9286	12.3488	1.247	1.7751	1.343	28	0.9616	2.5665	2.3378	1.0517	2.4404	2.222933
Ottawa-sand-anm-20124.dat	-1.1333	0.9300	-1.1121	1.1722	-0.9379	0.9150	3.2645	12.5820	1.182	1.8405	1.072	28	1.0092	2.3585	2.1673	1.7712	1.33162	1.223671
Ottawa-sand-anm-20125.dat	-0.8511	0.8633	-0.7104	1.0041	-1.2514	1.1868	2.5856	10.9364	1.2	1.7029	1.239	26	0.9951	2.6234	1.9012	1.3832	1.896587	1.374494
Ottawa-sand-anm-20127.dat	-1.1898	1.0258	-0.9183	0.8801	-1.1524	0.8895	2.8607	11.7826	1.209	1.7613	1.164	26	1.0220	2.4282	2.0054	1.5986	1.518968	1.254485
Ottawa-sand-anm-20128.dat	-1.1822	1.2111	-1.5962	1.3160	-1.4028	1.5170	5.6789	18.8348	1.224	2.2136	1.245	28	0.9841	3.1540	2.7534	1.8930	1.666164	1.454551
Ottawa-sand-anm-20129.dat	-1.0218	1.0105	-0.8412	0.6218	-1.0726	0.8961	1.8172	9.1302	1.268	1.5140	1.294	20	0.9790	2.1488	1.9872	1.0357	2.074753	1.91872
Ottawa-sand-anm-20130.dat	-1.8623	1.6396	-1.5164	1.3229	-2.0776	2.1614	19.9587	39.0617	1.098	3.3655	1.128	28	1.0042	4.4334	3.3622	2.6897	1.648321	1.250034
