Name xlow xhi ylow yhi zlow zhi volume surf._area norm_surf_area Equiv._sph._diam. Itrace Nnn Norm._Gauss_Curvature length(mm) width(mm) thick(mm) L/T W/T
MA114F-3-fine-anm-00509.dat -0.2162 0.2168 -0.1821 0.2185 -0.1761 0.1610 0.0 0.5 1.215 0.4 1.062 24 1.0488 0.46106 0.38419 0.37304 1.23594 1.02989
MA114F-3-fine-anm-00510.dat -0.3588 0.3747 -0.2966 0.3225 -0.1424 0.1602 0.1 0.9 1.279 0.5 1.377 26 1.0406 0.77065 0.56598 0.30285 2.54464 1.86885
MA114F-3-fine-anm-00511.dat -0.2483 0.2764 -0.2527 0.3184 -0.1425 0.1596 0.0 0.7 1.278 0.4 1.185 26 0.9604 0.58502 0.52999 0.30573 1.91352 1.73355
MA114F-3-fine-anm-00512.dat -0.4162 0.3583 -0.3397 0.4031 -0.1908 0.2784 0.1 1.3 1.224 0.6 1.266 26 1.0263 0.89053 0.65093 0.44754 1.98984 1.45447
MA114F-3-fine-anm-00513.dat -0.2554 0.2086 -0.2332 0.2438 -0.1352 0.1353 0.0 0.5 1.258 0.4 1.195 22 0.9992 0.52665 0.43774 0.28999 1.81611 1.50950
MA114F-3-fine-anm-00515.dat -0.2806 0.2847 -0.3597 0.3352 -0.1551 0.1803 0.1 0.9 1.224 0.5 1.286 24 1.0091 0.70440 0.57211 0.30049 2.34420 1.90393
MA114F-3-fine-anm-00516.dat -0.2440 0.2545 -0.2572 0.2301 -0.1688 0.2011 0.0 0.7 1.183 0.4 1.095 24 0.9850 0.54113 0.47621 0.37903 1.42764 1.25639
MA114F-3-fine-anm-00517.dat -0.2567 0.3016 -0.2003 0.2303 -0.1392 0.1647 0.0 0.5 1.290 0.4 1.388 22 0.9565 0.61750 0.36641 0.26237 2.35349 1.39651
MA114F-3-fine-anm-00518.dat -0.2582 0.3341 -0.3526 0.3947 -0.1456 0.1532 0.1 0.9 1.243 0.5 1.349 26 1.0026 0.78095 0.56438 0.30644 2.54850 1.84176
MA114F-3-fine-anm-00519.dat -0.2104 0.2491 -0.1841 0.1730 -0.1674 0.2002 0.0 0.6 1.254 0.4 1.080 28 1.0431 0.49288 0.40058 0.37148 1.32679 1.07835
MA114F-3-fine-anm-00520.dat -0.2523 0.2586 -0.3115 0.2800 -0.1538 0.1808 0.0 0.7 1.260 0.4 1.294 22 1.0086 0.64303 0.48796 0.28721 2.23890 1.69898
MA114F-3-fine-anm-00521.dat -0.3845 0.3455 -0.3759 0.3449 -0.1199 0.1158 0.1 0.9 1.313 0.5 1.559 24 1.0204 0.84739 0.53474 0.23542 3.59955 2.27146
MA114F-3-fine-anm-00522.dat -0.3242 0.3290 -0.2197 0.2340 -0.1446 0.1902 0.0 0.7 1.205 0.4 1.209 24 0.9994 0.67144 0.46219 0.34751 1.93214 1.33000
MA114F-3-fine-anm-00524.dat -0.2882 0.2514 -0.3320 0.3489 -0.1088 0.1382 0.0 0.8 1.312 0.4 1.478 24 0.9756 0.73255 0.50268 0.23618 3.10170 2.12838
MA114F-3-fine-anm-00525.dat -0.3390 0.3104 -0.1982 0.1562 -0.1665 0.2027 0.0 0.6 1.266 0.4 1.445 20 1.0025 0.66372 0.40420 0.28185 2.35489 1.43413
MA114F-3-fine-anm-00526.dat -0.2889 0.2791 -0.2699 0.2493 -0.1571 0.1786 0.0 0.6 1.273 0.4 1.420 24 0.9518 0.66012 0.35845 0.30544 2.16119 1.17354
MA114F-3-fine-anm-00527.dat -0.3385 0.3498 -0.3877 0.4686 -0.1005 0.1075 0.0 0.9 1.477 0.4 2.093 24 1.0267 0.95005 0.50523 0.20623 4.60675 2.44986
