Name xlow xhi ylow yhi zlow zhi volume surf._area norm_surf_area Equiv._sph._diam. Itrace Nnn Norm._Gauss_Curvature length(mm) width(mm) thick(mm) L/T W/T
MA120C-anm-00062.dat -3.3284 3.4188 -2.1333 2.4272 -1.5353 1.2946 36.5 67.2 1.263 4.1 1.499 30 0.9980 7.10584 4.84696 2.44237 2.90940 1.98453
MA120C-anm-00063.dat -2.7685 2.7113 -3.4375 4.1713 -1.4519 1.9040 54.1 86.4 1.250 4.7 1.357 30 0.9994 7.88189 5.46933 3.18275 2.47644 1.71843
MA120C-anm-00064.dat -2.7455 2.9633 -3.1048 2.5231 -1.6368 1.6618 40.3 67.6 1.189 4.3 1.219 30 1.0015 6.09738 5.34903 3.57903 1.70364 1.49455
MA120C-anm-00065.dat -3.4884 3.3246 -2.8470 3.7099 -1.6266 2.2274 57.4 95.6 1.329 4.8 1.329 30 0.9883 8.19028 6.84396 3.81065 2.14931 1.79601
MA120C-anm-00066.dat -3.1270 2.6036 -2.5794 2.9173 -1.6114 2.5238 40.4 69.6 1.222 4.3 1.219 30 0.9952 5.77762 5.77764 3.94353 1.46509 1.46510
MA120C-anm-00067.dat -2.3715 2.3403 -3.3587 2.9670 -1.6416 2.1398 46.6 72.9 1.163 4.5 1.194 30 0.9955 6.46807 4.88889 3.43446 1.88329 1.42348
MA120C-anm-00068.dat -2.2915 2.6514 -3.9672 4.8717 -1.7889 2.7552 52.8 91.0 1.337 4.7 1.613 30 0.9993 9.04634 4.92412 4.11127 2.20037 1.19771
MA120C-anm-00069.dat -5.1220 4.8516 -2.2101 2.1344 -1.6727 1.7341 61.5 101.3 1.345 4.9 1.835 30 0.9749 9.99806 4.71049 3.03372 3.29564 1.55271
MA120C-anm-00070.dat -3.0729 3.5373 -4.6193 3.7384 -1.5529 2.1044 72.7 105.2 1.249 5.2 1.365 30 0.9954 9.01164 5.55985 3.69907 2.43619 1.50304
MA120C-anm-00071.dat -2.4631 3.2686 -2.7469 2.9739 -1.8762 2.0965 47.9 74.9 1.175 4.5 1.203 30 1.0013 6.55256 5.18652 3.87202 1.69229 1.33949
MA120C-anm-00072.dat -3.8721 3.5054 -2.8243 2.8979 -1.9007 2.5523 73.2 101.7 1.202 5.2 1.225 30 1.0221 7.53221 5.75425 4.59377 1.63966 1.25262
MA120C-anm-00073.dat -4.6119 4.2269 -2.8169 2.3047 -1.3338 1.7208 49.4 89.2 1.369 4.6 1.743 30 1.0028 9.00363 5.09166 2.68570 3.35243 1.89584
MA120C-anm-00074.dat -2.9902 4.0012 -4.1401 3.6519 -1.6137 2.3745 55.2 96.8 1.381 4.7 1.583 30 0.9971 8.09033 6.62803 2.75602 2.93551 2.40493
MA120C-anm-00075.dat -2.6562 2.8093 -3.1621 3.5786 -1.5433 2.7382 44.2 79.0 1.306 4.4 1.364 30 0.9600 7.11973 4.78378 4.22803 1.68393 1.13144
MA120C-anm-00076.dat -3.2922 2.7079 -3.6709 3.6462 -2.1530 2.6209 86.2 109.8 1.164 5.5 1.192 30 0.9882 7.95003 5.73899 4.62231 1.71992 1.24158
MA120C-anm-00077.dat -2.4063 2.7150 -3.3792 3.8962 -1.6676 1.9007 67.9 96.4 1.198 5.1 1.261 30 1.0001 7.43062 5.60910 3.83421 1.93798 1.46291
MA120C-anm-00078.dat -2.7954 2.8014 -2.6734 2.2675 -1.3105 1.7877 33.7 62.2 1.232 4.0 1.253 30 0.9948 5.71933 5.19371 2.98649 1.91507 1.73907
MA120C-anm-00079.dat -3.0725 4.3333 -2.3180 2.7929 -1.6843 2.1078 49.7 82.7 1.266 4.6 1.289 30 1.0222 7.51525 5.05651 3.67666 2.04404 1.37530
MA120C-anm-00080.dat -3.0560 2.4259 -2.9080 3.0225 -1.7598 1.7536 46.7 77.3 1.233 4.5 1.310 30 1.0033 6.52703 6.09498 2.90315 2.24826 2.09944
MA120C-anm-00081.dat -3.0073 3.7897 -2.8447 2.9378 -1.4759 2.0336 47.3 79.9 1.263 4.5 1.302 30 1.0235 6.91963 5.81768 3.35064 2.06517 1.73629
MA120C-anm-00082.dat -2.6533 3.1680 -2.9434 3.5157 -1.5257 1.7133 50.1 79.5 1.210 4.6 1.285 30 0.9902 6.69317 5.85840 2.82518 2.36911 2.07364
MA120C-anm-00083.dat -2.5726 2.5857 -3.3561 3.0487 -1.4379 1.7209 41.3 69.5 1.203 4.3 1.288 30 1.0162 6.53909 4.89226 3.31231 1.97418 1.47699
MA120C-anm-00084.dat -2.2410 2.8182 -4.1965 3.3760 -1.8005 2.3705 60.3 92.1 1.238 4.9 1.383 30 1.0013 7.87414 5.12118 4.29269 1.83431 1.19300
MA120C-anm-00085.dat -2.8699 3.2155 -4.4484 4.2639 -1.3775 1.5473 39.4 80.1 1.431 4.2 1.933 28 1.0453 9.79862 4.38669 2.67724 3.65998 1.63851
MA120C-anm-00086.dat -3.4299 3.4151 -2.2399 2.3754 -1.1354 1.1429 29.2 60.7 1.323 3.8 1.512 30 0.9986 6.89348 4.63616 2.16126 3.18956 2.14512
MA120C-anm-00087.dat -2.3437 2.2161 -3.2254 2.5608 -1.5925 1.9446 39.2 67.4 1.209 4.2 1.245 30 1.0087 6.67101 4.86714 3.48782 1.91266 1.39547
MA120C-anm-00088.dat -1.7231 2.6216 -2.6873 3.4844 -1.0950 1.3906 28.3 58.2 1.298 3.8 1.413 30 0.9983 6.74679 4.70090 2.50210 2.69645 1.87879
MA120C-anm-00089.dat -3.0682 2.5756 -2.6638 2.6021 -2.0880 2.4916 48.8 75.4 1.167 4.5 1.168 30 0.9994 6.20318 4.70704 4.38341 1.41515 1.07383
MA120C-anm-00090.dat -2.6067 2.7371 -4.0732 4.5975 -1.8793 2.5478 69.8 100.1 1.221 5.1 1.395 30 1.0004 9.17753 4.82746 4.42882 2.07223 1.09001
MA120C-anm-00091.dat -2.3573 2.5452 -3.8033 3.4497 -1.4312 1.5194 30.5 61.2 1.295 3.9 1.652 30 1.0060 8.05967 3.75909 2.90561 2.77383 1.29374
MA120C-anm-00092.dat -2.3690 3.0235 -3.8354 2.7875 -2.0194 2.7719 54.1 81.9 1.184 4.7 1.198 30 0.9992 6.92602 5.19367 4.43207 1.56270 1.17184
MA120C-anm-00094.dat -2.4587 2.4059 -2.1371 2.2965 -1.2758 1.8625 28.1 57.7 1.290 3.8 1.293 30 0.9943 6.06905 5.33848 2.72905 2.22386 1.95616
MA120C-anm-00095.dat -3.5332 3.5080 -3.3846 2.3997 -1.5655 1.5383 45.7 76.2 1.231 4.4 1.326 30 0.9840 6.98585 4.76697 3.13790 2.22629 1.51916
MA120C-anm-00096.dat -3.5392 3.4638 -2.2206 3.0151 -1.6577 1.5273 53.3 83.8 1.225 4.7 1.375 30 1.0333 7.35321 4.76129 3.59070 2.04785 1.32600
MA120C-anm-00097.dat -3.0321 2.7228 -2.5485 2.5798 -1.2137 1.4341 28.5 58.2 1.290 3.8 1.351 30 1.0019 6.01950 5.57834 2.41279 2.49483 2.31198
MA120C-anm-00098.dat -2.8314 3.7341 -2.8605 3.2221 -1.3425 1.8397 39.6 74.0 1.316 4.2 1.436 30 1.0253 7.42800 5.46010 2.97823 2.49410 1.83334
MA120C-anm-00099.dat -2.7459 2.8818 -3.3876 3.4963 -1.7153 2.0854 53.7 85.4 1.241 4.7 1.326 30 0.9996 7.61951 5.61604 3.47845 2.19049 1.61452
MA120C-anm-00100.dat -4.9070 5.2358 -2.3883 2.6007 -1.4137 1.5285 59.9 105.5 1.425 4.9 2.073 30 0.9792 10.27981 4.94749 2.81738 3.64871 1.75606
MA120C-anm-00101.dat -2.8388 3.2624 -3.6441 3.2567 -1.3452 1.5575 57.3 91.3 1.269 4.8 1.388 30 0.9990 7.28535 6.45575 2.88909 2.52168 2.23453
MA120C-anm-00102.dat -2.9087 2.7902 -2.5624 3.5678 -1.4172 1.6558 46.6 76.7 1.225 4.5 1.300 30 1.0021 7.14504 5.06595 3.09863 2.30587 1.63490
MA120C-anm-00103.dat -2.2942 2.3727 -3.3187 3.1437 -1.9082 1.7121 37.2 69.6 1.292 4.1 1.501 30 0.9981 7.01293 5.45278 2.63963 2.65679 2.06574
MA120C-anm-00104.dat -2.6463 2.6939 -1.6251 2.1651 -1.8583 2.4570 31.2 58.3 1.216 3.9 1.210 30 1.0076 5.71264 4.28315 3.79863 1.50387 1.12755
MA120C-anm-00105.dat -3.4126 3.8733 -3.0134 2.7730 -2.0776 2.7580 73.4 102.7 1.211 5.2 1.200 30 0.9830 7.60390 6.46280 4.20841 1.80683 1.53569
MA120C-anm-00106.dat -3.0186 3.3438 -3.1771 2.8728 -1.4750 2.1322 45.4 77.7 1.263 4.4 1.285 30 0.9933 6.61712 5.64329 3.77577 1.75252 1.49460
MA120C-anm-00107.dat -2.5643 3.0452 -2.8180 2.8298 -1.8353 2.0394 38.6 67.7 1.226 4.2 1.358 30 0.9861 7.50484 4.56457 3.52120 2.13133 1.29631
MA120C-anm-00108.dat -2.7065 2.1366 -3.0254 3.3871 -1.8081 1.7577 40.7 72.4 1.265 4.3 1.308 24 0.9635 6.70831 5.30734 3.42221 1.96023 1.55085
MA120C-anm-00109.dat -2.7718 2.2866 -3.3470 3.5910 -2.1770 2.2920 73.6 102.2 1.204 5.2 1.226 30 1.0009 7.51816 6.68919 4.26271 1.76371 1.56923
MA120C-anm-00110.dat -3.0354 2.9897 -3.0907 3.4028 -1.6615 2.4096 60.1 86.6 1.167 4.9 1.128 30 1.0020 7.03492 6.06872 4.36760 1.61071 1.38948
MA120C-anm-00111.dat -1.9681 2.3287 -3.1295 2.4762 -1.9489 2.1055 39.0 70.5 1.268 4.2 1.206 30 0.9873 5.93550 5.19164 3.97141 1.49456 1.30725
MA120C-anm-00112.dat -3.5974 3.1585 -2.6563 3.5775 -1.3726 1.5481 36.4 76.6 1.442 4.1 1.611 30 0.9972 7.17960 6.52418 2.38126 3.01504 2.73980
MA120C-anm-00113.dat -3.0275 3.2317 -2.7463 3.1396 -1.7080 1.9971 50.4 81.3 1.232 4.6 1.291 30 1.0069 6.66412 5.17287 3.89967 1.70889 1.32649
MA120C-anm-00114.dat -3.5749 3.2197 -2.5840 2.7898 -1.8583 1.8852 63.9 87.9 1.137 5.0 1.170 30 1.0074 6.98161 5.57125 3.95746 1.76416 1.40778
MA120C-anm-00115.dat -2.5429 2.2975 -3.3178 3.9155 -1.7669 2.0217 55.8 84.4 1.195 4.7 1.259 30 0.9970 7.33708 4.94751 3.82732 1.91703 1.29268
